train_loss,val_loss
0.8454220019854032,0.6813302040100098
0.6063399200256054,0.6047331458992429
0.5780196132568213,0.5908980700704787
0.5756344416966805,0.5900055997901492
0.5727813175091376,0.5841806994544135
0.559472470329358,0.5824014445145925
0.5663470935363036,0.5805274215009477
0.5617296134050076,0.5746597415871091
0.5603068390717874,0.5774287780125936
0.5541736506498777,0.5883926053841909
0.5512866240281326,0.571575770775477
0.5466292259784845,0.5667966670460172
0.5455586520525125,0.5575626227590773
0.5530696912453725,0.5641021960311465
0.5449580481419196,0.5547414753172133
0.5393161532970575,0.5660054849253761
0.5373048690649179,0.5498584773805406
0.5298696022767287,0.5493629409207238
0.5352562539852582,0.5631756948100196
0.5360399943131667,0.548490842183431
0.5323191147584182,0.5439208878411187
0.5296527067056069,0.5594844155841403
0.5262826520663041,0.548126800192727
0.5293209117192489,0.5632084906101227
0.5249957614220105,0.5356724858283997
0.5200934295470898,0.5500733852386475
0.5262782206902137,0.535961820019616
0.5140997859147879,0.5343687766128116
0.5123542272127591,0.5423776110013326
0.518682905114614,0.5587216152085198
0.5162871927022934,0.587387760480245
0.5109970913483546,0.5324772430790795
0.4986661122395442,0.5485192239284515
0.491616822206057,0.5485586788919237
0.4931168659375264,0.5483133329285516
0.48583659300437343,0.5631434288289812
0.49245556042744565,0.5553642213344574
0.47950925620702595,0.5451964106824663
0.48390297018564665,0.5485419697231717
0.47522799097574675,0.5498219562901391
0.4670382325465863,0.5492616395155588
0.4578842314390036,0.558615462647544
0.4569169237063481,0.5568916135364108
0.44636284502652973,0.5589485963185629
0.4358467643077557,0.5558690130710602
0.4237220115386523,0.5528888768619962
0.4161528188448686,0.5688121153248681
0.41653981231726134,0.5569596058792539
0.4167873996954698,0.5513036019272275
0.40365836253532994,0.5713324348131815
0.3940346779731604,0.552684787246916
0.37782383308960843,0.5686876177787781
0.3740236610174179,0.5881782008541955
0.3777450884764011,0.5703749292426639
0.36994881813342756,0.5688589480188158
0.36024342018824357,0.5545545253488753
0.3525672062085225,0.5645081003506979
0.3507773234294011,0.5654467377397749
0.3400695610504884,0.5781555573145548
0.3382260902569844,0.5664176444212595
0.33234645884770614,0.5725123286247253
0.32721494138240814,0.5819025403923459
0.3214115569224724,0.5660759872860379
0.31576694777378667,0.5778380268149905
0.31019631372048306,0.5694134566518996
0.30679862946271896,0.5734172628985511
0.30442856596066403,0.5871763726075491
0.29733581840991974,0.5780237979359097
0.28926159269534624,0.5918999214967092
0.2860383242368698,0.58053743508127
0.28111173097903913,0.5888824065526327
0.27767618287068146,0.6010581884119246
0.2740751802921295,0.5873473783334097
0.26936009239691955,0.6023879249890646
0.26532966987444806,0.5993730591403114
0.2567199646280362,0.6092137462562985
0.25144909436886126,0.6133283442921109
0.2465609799210842,0.6138668060302734
0.24172383145644114,0.6270659334129758
0.23643248127057,0.6265197296937307
0.23369480325625494,0.6256000465816922
0.22930300522309083,0.63670524292522
0.22342964605643198,0.6361594994862875
0.21998256960740456,0.6425849464204576
0.21622194407077935,0.6418400373723772
0.21297837106081155,0.6509101159042783
0.21024283594810045,0.6549468437830607
0.20755057094188836,0.6522316005494859
0.20504869520664215,0.6596655017799802
0.20303750668580717,0.6606317659219106
0.2012470863186396,0.662008500761456
0.1998308192078884,0.6651027897993723
0.19868889909524184,0.6666115423043569
0.1974647927742738,0.6687731179926131
0.1967833133844229,0.6699685752391815
0.19605442308462584,0.6707461310757531
0.19568619017417616,0.6711329519748688
0.19550597209196824,0.6713013682100508
0.19531757843035918,0.6715515322155423
0.19518891721963882,0.6716133521662818
